"","JMBAG","Predavanja","Labos","Status","Broj.ponavljanja","Rang.matura","Srednja.škola","Spol","Dvorana","Pitanje.1","Pitanje.2","Pitanje.3","Pitanje.4","Pitanje.5","Pitanje.6","Pitanje.7","Pitanje.8","Pitanje.9","Pitanje.10","Broj.bodova"
"691","mxtgnhjlys",1.09,"1.01-03","ponavlja",2,NA,"gimnazija","M","D260","D","-","B","B","-","-","C","A","E","A",1
"692","vpxqbjmalo",1.01,"1.01-05","redoviti",NA,NA,"gimnazija","M","D272","-","-","D","E","A","D","-","C","C","A",1
"693","iymarkfnsv",1.06,"1.01-18","redoviti",NA,NA,"gimnazija","M","D273","-","D","D","B","B","-","-","-","C","A",1
"694","dhysiukxaf",1.09,"1.01-02","redoviti",NA,NA,"","M","A211","B","-","D","-","A","E","-","-","-","-",0.5
"695","wdvhcanmkb",1.03,"1.01-21","redoviti",NA,NA,"gimnazija","M","A302","C","B","D","B","A","B","-","-","C","A",0.5
"696","xwcsjaokgy",1.03,"1.01-23","redoviti",NA,NA,"gimnazija","F","B4","A","A","C","C","A","E","-","C","E","-",0.5
"697","dgloiamxes",1.06,"1.01-19","redoviti",NA,NA,"tehni?ka","M","D1","D","-","D","D","-","-","-","A","A","-",0.5
"698","tyujwkboca",1.08,"1.01-25","redoviti",NA,624,"gimnazija","M","D273","B","-","-","D","-","-","-","A","-","A",0.5
"699","gtxaejuipn",1.08,"1.01-26","redoviti",NA,510,"gimnazija","M","D346","E","-","D","D","-","-","B","-","E","-",0.5
"700","wetziqblyc",1.05,"1.01-02","redoviti",NA,NA,"","F","A211","-","-","-","-","-","-","-","-","-","-",0
"701","mxyntsepjb",1.02,"1.01-15","redoviti",NA,353,"gimnazija","M","B2","C","-","A","B","B","-","B","A","C","A",0
"702","wcumzjxqhe",1.06,"1.01-24","redoviti",NA,NA,"gimnazija","M","D1","-","-","D","B","E","-","-","A","-","A",0
"703","mhlctsyfqd",1.09,"1.01-19","ponavlja",1,NA,"","F","D152","B","E","A","A","A","A","D","B","B","A",0
"704","xgvastycrp",1.08,"1.01-27","redoviti",NA,NA,"gimnazija","M","A111","B","E","D","B","A","C","B","-","C","A",-0.5
"705","szrcaywhbe",1.09,"1.01-04","redoviti",NA,NA,"","M","A202","-","-","-","E","-","E","B","A","-","D",-0.5
"706","qsfxinueaw",1.07,"1.01-27","ponavlja",1,NA,"gimnazija","M","B1","-","C","A","C","E","-","-","-","E","-",-0.5
"707","nmfwkpgqyd",1.08,"1.01-25","redoviti",NA,NA,"gimnazija","F","D1","-","-","-","D","D","-","A","-","C","-",-0.5
"708","rbcduxwvkh",1.06,"1.01-15","redoviti",NA,NA,"","M","D272","A","-","D","-","-","-","-","-","C","A",-0.5
"709","dfvriymlga",1.01,"1.01-05","redoviti",NA,304,"gimnazija","M","D346","-","-","-","-","-","-","-","-","A","-",-0.5
"710","pbdxwgulkh",1.02,"1.01-15","redoviti",NA,NA,"","F","A202","-","-","D","D","-","-","-","-","-","-",-1
"711","zqdjbyogfr",1.05,"1.01-03","redoviti",NA,NA,"","F","A302","A","C","A","C","E","-","-","C","C","A",-1
"712","jdeypachvq",1.05,"1.01-03","redoviti",NA,NA,"","M","A302","C","D","D","A","C","B","B","-","C","-",-1
"713","ilakyzsxhu",1.04,"1.01-31","redoviti",NA,NA,"","M","D1","-","-","D","D","B","C","-","-","C","-",-1
"714","zbsjwhxkum",1.07,"1.01-09","redoviti",NA,NA,"","M","D152","C","-","D","B","-","E","-","-","C","-",-1
"715","gjyfohmznr",1.06,"1.01-17","redoviti",NA,NA,"","F","D2","-","-","D","B","D","-","-","-","C","A",-1
"716","uljrpbqfdh",1.05,"1.01-02","redoviti",NA,NA,"","F","B1","E","D","D","D","D","D","D","D","B","D",-1.5
"717","euwaiptzqv",1.02,"1.01-15","redoviti",NA,NA,"","M","D1","-","-","D","-","-","-","-","-","-","D",-1.5
"718","awrtqyipbm",1.05,"1.01-08","redoviti",NA,NA,"","M","D2","E","C","D","E","D","C","B","C","C","A",-1.5
"719","aqwxmzucgb",1.01,"1.01-05","redoviti",NA,NA,"gimnazija","F","D260","D","C","A","C","E","C","C","A","E","A",-1.5
"720","jpyblzsxic",1.09,"-","ponavlja",1,NA,"","M","D346","E","C","D","E","-","D","D","C","B","-",-2
"721","rgkbjhvswu",1.05,"1.01-01","redoviti",NA,NA,"gimnazija","M","A302","B","-","D","-","-","C","-","-","-","-",-2.5
"722","igylxjdfqe",1.06,"1.01-18","redoviti",NA,NA,"","F","A111","B","-","D","E","D","C","A","-","C","-",-3
"723","jmnvybkwde",1.07,"1.01-16","redoviti",NA,430,"gimnazija","F","A111","-","C","C","D","C","C","B","A","A","E",-3
"724","umyiwkbota",1.04,"1.01-28","redoviti",NA,NA,"","M","A201","-","-","D","D","B","-","C","B","C","C",-3
"725","kyjaivmnhb",1.06,"1.01-17","redoviti",NA,NA,"","M","A211","A","C","D","-","-","-","-","-","-","A",-3
"726","jblwxpidzy",1.02,"1.01-15","redoviti",NA,NA,"gimnazija","M","D2","E","A","D","D","B","D","C","B","-","A",-3.5
"727","lenbwajquh",1.08,"1.01-27","redoviti",NA,NA,"gimnazija","M","D260","B","-","-","D","-","D","-","C","-","-",-3.5
"728","gqxhorzvsc",1.06,"1.01-18","redoviti",NA,NA,"","F","D272","-","-","D","B","C","-","-","C","D","-",-3.5
"729","usbnfqylgc",1.07,"1.01-09","redoviti",NA,NA,"","M","A202","A","B","A","D","C","C","E","C","E","A",-4
"730","twmrvbpcyo",1.02,"1.01-12","redoviti",NA,NA,"gimnazija","M","A302","B","A","D","B","A","C","A","C","E","C",-4
"731","odzawstpqm",1.07,"1.01-11","redoviti",NA,NA,"gimnazija","M","A302","D","-","D","E","C","C","-","-","E","-",-4.5
